tab_name,tab_desc,var,var_desc,module,series,is_comment,is_weight
dr1iff_e,Individual Foods -- First Day,DR1IM181,MFA 18:1 (Octadecenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IM201,MFA 20:1 (Eicosenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IM221,MFA 22:1 (Docosenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP182,PFA 18:2 (Octadecadienoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP183,PFA 18:3 (Octadecatrienoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP184,PFA 18:4 (Octadecatetraenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP204,PFA 20:4 (Eicosatetraenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP205,PFA 20:5 (Eicosapentaenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP225,PFA 22:5 (Docosapentaenoic) (gm),Dietary,2007-2008,0,0
dr1iff_e,Individual Foods -- First Day,DR1IP226,PFA 22:6 (Docosahexaenoic) (gm),Dietary,2007-2008,0,0
