Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
DRD350IQ,"Number of times other shellfish (ex. octopus, squid) was eaten in the past 30 days",DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD350J,Other unknown shellfish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD350JQ,Number of times other unknown shellfish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD350K,Refused to give detailed information on shellfish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD360,"Please look at this list of fish. During the past 30 days did you eat any types of fish listed on this card? Include any foods that had fish in them such as sandwiches, soups, or salads.",DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370A,Breaded fish products eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370AQ,Number of times breaded fish products were eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370B,Tuna eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370BQ,Number of times tuna was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370C,Bass eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370CQ,Number of times bass was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370D,Catfish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370DQ,Number of times catfish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370E,Cod eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370EQ,Number of times cod was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370F,Flatfish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370FQ,Number of times flatfish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370G,Haddock eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370GQ,Number of times haddock was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370H,Mackerel eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370HQ,Number of times mackerel was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370I,Perch eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370IQ,Number of times perch was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370J,Pike eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370JQ,Number of times pike was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370K,Pollock eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370KQ,Number of times pollock was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370L,Porgy eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370LQ,Number of times porgy was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370M,Salmon eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370MQ,Number of times salmon was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370N,Sardines eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370NQ,Number of times sardines were eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370O,Sea bass eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370OQ,Number of times sea bass was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370P,Shark eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370PQ,Number of times shark was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370Q,Swordfish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370QQ,Number of times swordfish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370R,Trout eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370RQ,Number of times trout was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370S,Walleye eaten during the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370SQ,Number of times walleye was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370T,Other type of fish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370TQ,Number of times other type of fish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370U,Other unknown type eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370UQ,Number of times other unknown type of fish was eaten in the past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRD370V,Refused to give detailed information on fish eaten during past 30 days,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRDINT,Indicates whether the sample person has intake data for one or two days.,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDIET,"Are you currently on any kind of diet, either to lose weight or for some other health-related reason?",DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT1,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT10,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT11,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT12,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT2,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT3,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT4,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT5,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT6,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT7,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT8,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT9,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSDT91,What kind of diet are you on? (Is it a weight loss or low calorie diet: low fat or cholesterol diet; low salt or sodium diet; sugar free or low sugar diet; low fiber diet; high fiber diet; diabetic diet; or another type of diet?),DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DRQSPREP,"How often is ordinary salt or seasoned salt added in cooking or preparing foods in your household?  Is it never, rarely, occasionally, or very often?",DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
SEQN,Respondent sequence number.,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
WTDR2D,Dietary two-day sample weight,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
WTDRD1,Dietary day one sample weight,DR1TOT_I,"Dietary Interview - Total Nutrient Intakes, First Day",2015,2016,Dietary,None
DR2_300,"Was the amount of food that {you/NAME} ate yesterday much more than usual, usual, or much less than usual?",DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2_320Z,"Total plain water drank yesterday - including plain tap water, water from a drinking fountain, water from a water cooler, bottled water, and spring water.",DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2_330Z,Total tap water drank yesterday - including filtered tap water and water from a drinking fountain.,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2BWATZ,Total bottled water drank yesterday. (gm),DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2DAY,Intake day of the week,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2DBIH,Number of days between intake day and the day of family questionnaire administered in the household.,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2DRSTZ,Dietary recall status,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2EXMER,Interviewer ID code,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
DR2HELP,Who helped in responding for this interview,DR2TOT_I,"Dietary Interview - Total Nutrient Intakes, Second Day",2015,2016,Dietary,None
