Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
TRACT2K,Census 2000 Tract,GEO_2000,"Geocoded Data, NHANES 1999-2016 , Census 2000",1999,2016,Demographics,RDC Only
TRACT2K,Census 2000 Tract (contains leader zeros with the decimal point implied),GEO_2000,"Geocoded Data, NHANES 1999-2016 , Census 2000",1999,2016,Demographics,RDC Only
UR,"Urban/Rural Indicator (U = Urban, R = Rural, blank = unknown)  [TIGER/Line RcdType 'S'; UR value]",GEO_2000,"Geocoded Data, NHANES 1999-2016 , Census 2000",1999,2016,Demographics,RDC Only
UR,Urban/Rural Indicator,GEO_2000,"Geocoded Data, NHANES 1999-2016 , Census 2000",1999,2016,Demographics,RDC Only
BG2KX,Census 2010 Block Group,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
BG2KX,Census 2010 Block Group,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
BLOCK2KX,Census 2010 Block ID - first character is the Census Block Group,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
BLOCK2KX,Census 2010 Block ID - first character is the Census Block Group,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
CBSA,CBSA Lowest Level Code. Contains the first of: Metropolitan Division; Micropolitan Area; Metropolitan Area; in this order,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
CBSA,CBSA Lowest Level Code. Contains the first of: Metropolitan Division; Micropolitan Area; Metropolitan Area; in this order,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
CNTY2KX,Census 2010 FIPS County Code (3-digit numeric with leading zeros significant),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
CNTY2KX,Census 2010 FIPS County Code (3-digit numeric with leading zeros significant),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LAT,Latitude in decimal format with up to 6 decimal precision,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LAT,Latitude in decimal format with up to 6 decimal precision,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LON,Longitude in decimal format with up to 6 decimal precision,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LON,Longitude in decimal format with up to 6 decimal precision,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LVL2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
LVL2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
RC2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
RC2KX,Reference Census 2010 Geocoder RCs (Return Codes) tab,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
SEQN,Respondent sequence number.,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
SEQN,Respondent sequence number.,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
STATE2KX,Census 2010 FIPS State Code (2-digit numeric with leading zeros significant),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
STATE2KX,Census 2010 FIPS State Code (2-digit numeric with leading zeros significant),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
STM2KX,Census 2010 Geocoder Street Matcher Return Code,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
STM2KX,Census 2010 Geocoder Street Matcher Return Code,GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
TRACT2KX,Census 2010 Tract (contains leader zeros with the decimal point implied),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
TRACT2KX,Census 2010 Tract (contains leader zeros with the decimal point implied),GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
UR2KX,"Urban/Rural Indicator (U = Urban, R = Rural, blank = unknown)[TIGER/Line RcdType 'S'; UR value]",GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
UR2KX,"Urban/Rural Indicator (U = Urban, R = Rural, blank = unknown)  [TIGER/Line RcdType 'S'; UR value]",GEO_2010,"Geocoded Data, NHANES 1999-2016 , Census 2010",1999,2016,Demographics,RDC Only
