Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
RIDEXPRG,Pregnancy status for females between 20 and 44 years of age at the time of MEC exam.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
INDHHINC,Total household income (reported as a range value in dollars),CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
INDFMINC,Total family income (reported as a range value in dollars),CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
INDFMPIR,A ratio of family income to poverty guidelines.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
DMDHHSIZ,Total number of people in the Household,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
DMDFMSIZ,Total number of people in the Family,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCAI8YR,Full sample 8-year interview weight for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R01,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 01 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R02,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 02 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R03,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 03 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R04,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 04 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R05,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 05 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R06,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 06 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R07,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 07 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R08,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 08 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R09,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 09 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R10,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 10 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R11,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 11 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R12,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 12 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R13,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 13 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R14,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 14 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R15,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 15 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R16,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 16 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R17,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 17 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R18,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 18 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R19,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 19 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R20,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 20 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R21,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 21 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R22,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 22 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R23,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 23 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R24,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 24 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R25,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 25 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R26,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 26 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R27,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 27 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R28,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 28 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R29,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 29 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R30,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 30 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R31,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 31 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R32,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 32 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R33,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 33 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R34,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 34 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R35,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 35 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R36,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 36 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R37,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 37 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R38,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 38 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R39,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 39 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R40,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 40 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R41,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 41 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R42,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 42 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R43,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 43 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R44,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 44 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R45,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 45 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R46,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 46 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R47,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 47 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R48,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 48 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R49,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 49 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R50,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 50 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R51,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 51 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCI8R52,8-year interview weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 52 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
CATVPSU,Variance unit: PSU variable for variance estimation,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
CATVSTRA,Variance unit: stratum variable for variance estimation,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCAM8YR,Full sample 8-year MEC exam weight for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R01,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 01 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R02,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 02 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R03,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 03 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R04,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 04 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R05,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 05 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R06,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 06 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R07,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 07 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R08,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 08 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R09,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 09 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R10,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 10 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R11,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 11 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R12,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 12 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R13,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 13 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R14,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 14 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R15,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 15 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R16,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 16 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R17,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 17 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R18,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 18 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R19,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 19 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R20,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 20 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R21,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 21 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R22,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 22 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R23,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 23 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R24,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 24 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R25,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 25 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R26,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 26 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R27,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 27 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R28,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 28 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R29,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 29 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R30,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 30 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R31,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 31 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R32,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 32 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R33,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 33 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R34,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 34 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R35,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 35 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R36,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 36 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R37,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 37 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R38,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 38 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R39,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 39 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R40,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 40 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R41,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 41 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R42,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 42 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R43,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 43 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R44,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 44 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R45,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 45 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R46,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 46 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R47,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 47 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R48,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 48 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R49,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 49 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R50,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 50 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R51,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 51 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
WTCM8R52,8-year MEC exam weight: Fay‰Ûªs-adjusted balanced repeated replication (Fay‰Ûªs BRR) weight 52 for participants in California.,CDEMO_AD,California - Demographic Variables & Sample Weights,1999,2006,Demographics,RDC Only
SEQN,Respondent sequence number.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIDSTATR,Interview and examination status of the participant.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIAGENDR,Gender of the participant.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIDAGEYR,Age in years of the participant at the time of screening. Individuals 80 and over are topcoded at 80 years of age.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIDAGEMN,Age in months of the participant at the time of screening. Individuals aged 959 months and older are topcoded at 959 months.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIDAGEEX,Age in years of the participant at the time of examination. Individuals aged 959 months and older are topcoded at 959 months.,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
RIDRETH1,Recode of reported race and Hispanic origin information,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
DMDBORN,In what country {were you/was SP} born?,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
DMDBORN2,In what country {were you/was SP} born?,CDEMO_EH,California - Demographic Variables & Sample Weights,2007,2014,Demographics,RDC Only
